order_id,product_id,quantity,unit_price,line_total
ord_56,prd_178,1,25000.0,25000.0
ord_57,prd_29,2,292000.0,584000.0
ord_58,prd_29,1,292000.0,292000.0
ord_58,prd_68,1,261000.0,261000.0
ord_59,prd_29,1,292000.0,292000.0
ord_59,prd_68,1,261000.0,261000.0
ord_59,prd_83,1,175000.0,175000.0
ord_60,prd_29,1,292000.0,292000.0
ord_60,prd_68,3,261000.0,783000.0
ord_61,prd_29,3,292000.0,876000.0
ord_62,prd_29,1,292000.0,292000.0
ord_63,prd_29,1,292000.0,292000.0
ord_64,prd_29,2,292000.0,584000.0
ord_65,prd_68,1,261000.0,261000.0
ord_66,prd_68,1,261000.0,261000.0
ord_67,prd_29,1,292000.0,292000.0
ord_68,prd_68,1,261000.0,261000.0
ord_69,prd_29,1,292000.0,292000.0
ord_70,prd_29,1,292000.0,292000.0
ord_71,prd_29,1,292000.0,292000.0
ord_72,prd_68,1,261000.0,261000.0
ord_73,prd_29,1,292000.0,292000.0
ord_74,prd_29,3,292000.0,876000.0
ord_75,prd_29,2,292000.0,584000.0
ord_75,prd_68,2,261000.0,522000.0
ord_76,prd_68,1,261000.0,261000.0
ord_77,prd_29,2,292000.0,584000.0
ord_78,prd_68,1,261000.0,261000.0
ord_79,prd_29,2,292000.0,584000.0
ord_80,prd_83,1,175000.0,175000.0
ord_81,prd_68,2,261000.0,522000.0
ord_82,prd_29,2,292000.0,584000.0
ord_82,prd_68,1,261000.0,261000.0
ord_83,prd_68,1,261000.0,261000.0
ord_84,prd_29,1,292000.0,292000.0
ord_85,prd_29,3,292000.0,876000.0
ord_86,prd_68,2,261000.0,522000.0
ord_86,prd_29,3,292000.0,876000.0
ord_86,prd_191,1,78000.0,78000.0
ord_87,prd_29,3,292000.0,876000.0
ord_88,prd_29,2,292000.0,584000.0
ord_88,prd_68,1,261000.0,261000.0
ord_88,prd_191,2,78000.0,156000.0
ord_89,prd_29,1,292000.0,292000.0
ord_89,prd_68,1,261000.0,261000.0
ord_89,prd_191,3,78000.0,234000.0
ord_90,prd_29,2,292000.0,584000.0
ord_91,prd_29,1,292000.0,292000.0
ord_91,prd_68,1,261000.0,261000.0
ord_92,prd_68,3,261000.0,783000.0
ord_93,prd_29,1,292000.0,292000.0
ord_94,prd_68,2,261000.0,522000.0
ord_95,prd_29,1,292000.0,292000.0
ord_96,prd_29,2,292000.0,584000.0
ord_97,prd_29,1,292000.0,292000.0
ord_98,prd_29,1,292000.0,292000.0
ord_98,prd_191,2,78000.0,156000.0
ord_99,prd_68,1,261000.0,261000.0
ord_100,prd_68,2,261000.0,522000.0
ord_101,prd_29,1,292000.0,292000.0
ord_102,prd_29,1,292000.0,292000.0
ord_102,prd_68,1,261000.0,261000.0
ord_103,prd_68,1,261000.0,261000.0
ord_103,prd_83,1,175000.0,175000.0
ord_104,prd_29,1,292000.0,292000.0
ord_105,prd_68,1,261000.0,261000.0
ord_106,prd_29,1,292000.0,292000.0
ord_107,prd_68,1,261000.0,261000.0
ord_107,prd_29,2,292000.0,584000.0
ord_108,prd_29,1,292000.0,292000.0
ord_108,prd_68,2,261000.0,522000.0
ord_109,prd_29,1,292000.0,292000.0
ord_110,prd_29,1,292000.0,292000.0
ord_110,prd_68,2,261000.0,522000.0
ord_110,prd_75,1,248000.0,248000.0
ord_111,prd_68,1,261000.0,261000.0
ord_111,prd_29,1,292000.0,292000.0
ord_112,prd_68,1,261000.0,261000.0
ord_113,prd_29,2,292000.0,584000.0
ord_113,prd_68,2,261000.0,522000.0
ord_114,prd_29,2,292000.0,584000.0
ord_114,prd_68,1,261000.0,261000.0
ord_115,prd_29,1,292000.0,292000.0
ord_116,prd_29,1,292000.0,292000.0
ord_116,prd_68,1,261000.0,261000.0
ord_117,prd_68,1,261000.0,261000.0
ord_118,prd_29,1,292000.0,292000.0
ord_118,prd_68,3,261000.0,783000.0
ord_119,prd_68,2,261000.0,522000.0
ord_119,prd_29,1,292000.0,292000.0
ord_120,prd_29,1,292000.0,292000.0
ord_121,prd_29,2,292000.0,584000.0
ord_121,prd_68,1,261000.0,261000.0
ord_122,prd_29,2,292000.0,584000.0
ord_122,prd_68,2,261000.0,522000.0
ord_123,prd_29,2,292000.0,584000.0
ord_124,prd_68,1,261000.0,261000.0
ord_125,prd_29,1,292000.0,292000.0
ord_126,prd_29,2,292000.0,584000.0
ord_127,prd_68,1,261000.0,261000.0
ord_127,prd_29,3,292000.0,876000.0
ord_128,prd_68,1,261000.0,261000.0
ord_129,prd_68,1,261000.0,261000.0
ord_129,prd_29,3,292000.0,876000.0
ord_130,prd_68,2,261000.0,522000.0
ord_131,prd_68,2,261000.0,522000.0
ord_131,prd_29,1,292000.0,292000.0
ord_132,prd_68,1,261000.0,261000.0
ord_133,prd_29,1,292000.0,292000.0
ord_134,prd_29,1,292000.0,292000.0
ord_135,prd_29,2,292000.0,584000.0
ord_136,prd_29,2,292000.0,584000.0
ord_136,prd_68,1,261000.0,261000.0
ord_137,prd_68,1,261000.0,261000.0
ord_137,prd_29,1,292000.0,292000.0
ord_138,prd_68,1,261000.0,261000.0
ord_139,prd_29,1,292000.0,292000.0
ord_140,prd_29,1,292000.0,292000.0
ord_141,prd_29,2,292000.0,584000.0
ord_142,prd_68,2,261000.0,522000.0
ord_143,prd_29,1,292000.0,292000.0
ord_143,prd_68,1,261000.0,261000.0
ord_143,prd_63,1,173000.0,173000.0
ord_144,prd_29,1,292000.0,292000.0
ord_144,prd_68,2,261000.0,522000.0
ord_144,prd_191,1,78000.0,78000.0
ord_145,prd_29,2,292000.0,584000.0
ord_146,prd_29,2,292000.0,584000.0
ord_147,prd_29,1,292000.0,292000.0
ord_148,prd_68,1,261000.0,261000.0
ord_149,prd_68,1,261000.0,261000.0
ord_149,prd_29,1,292000.0,292000.0
ord_149,prd_191,1,78000.0,78000.0
ord_150,prd_29,1,292000.0,292000.0
ord_151,prd_68,1,261000.0,261000.0
ord_152,prd_29,1,292000.0,292000.0
ord_152,prd_68,1,261000.0,261000.0
ord_153,prd_68,2,261000.0,522000.0
ord_153,prd_29,3,292000.0,876000.0
ord_154,prd_68,1,261000.0,261000.0
ord_155,prd_29,2,292000.0,584000.0
ord_155,prd_68,3,261000.0,783000.0
ord_156,prd_29,1,292000.0,292000.0
ord_157,prd_68,2,261000.0,522000.0
ord_157,prd_29,1,292000.0,292000.0
ord_158,prd_29,1,292000.0,292000.0
ord_158,prd_68,1,261000.0,261000.0
ord_159,prd_68,1,261000.0,261000.0
ord_160,prd_29,1,292000.0,292000.0
ord_160,prd_68,1,261000.0,261000.0
ord_160,prd_191,2,78000.0,156000.0
ord_161,prd_29,1,292000.0,292000.0
ord_161,prd_68,2,261000.0,522000.0
ord_162,prd_29,1,292000.0,292000.0
ord_163,prd_29,1,292000.0,292000.0
ord_164,prd_29,1,292000.0,292000.0
ord_165,prd_29,1,292000.0,292000.0
ord_165,prd_68,1,261000.0,261000.0
ord_166,prd_29,1,292000.0,292000.0
ord_167,prd_68,3,261000.0,783000.0
ord_167,prd_29,1,292000.0,292000.0
ord_168,prd_29,1,292000.0,292000.0
ord_169,prd_68,1,261000.0,261000.0
ord_170,prd_29,1,292000.0,292000.0
ord_171,prd_29,2,292000.0,584000.0
ord_172,prd_29,3,292000.0,876000.0
ord_172,prd_68,1,261000.0,261000.0
ord_173,prd_29,1,292000.0,292000.0
ord_174,prd_68,1,261000.0,261000.0
ord_174,prd_29,3,292000.0,876000.0
ord_175,prd_68,1,261000.0,261000.0
ord_175,prd_29,3,292000.0,876000.0
ord_176,prd_29,3,292000.0,876000.0
ord_176,prd_68,3,261000.0,783000.0
ord_177,prd_29,1,292000.0,292000.0
ord_178,prd_29,2,292000.0,584000.0
ord_179,prd_29,1,292000.0,292000.0
ord_180,prd_29,1,292000.0,292000.0
ord_181,prd_68,2,261000.0,522000.0
ord_182,prd_29,3,292000.0,876000.0
ord_183,prd_68,1,261000.0,261000.0
ord_184,prd_29,1,292000.0,292000.0
ord_185,prd_29,2,292000.0,584000.0
ord_185,prd_68,2,261000.0,522000.0
ord_185,prd_191,1,78000.0,78000.0
ord_186,prd_68,1,261000.0,261000.0
ord_187,prd_68,3,261000.0,783000.0
ord_187,prd_29,3,292000.0,876000.0
ord_188,prd_29,1,292000.0,292000.0
ord_188,prd_68,2,261000.0,522000.0
ord_189,prd_29,2,292000.0,584000.0
ord_190,prd_29,1,292000.0,292000.0
ord_191,prd_83,2,175000.0,350000.0
ord_192,prd_29,1,292000.0,292000.0
ord_192,prd_68,1,261000.0,261000.0
ord_193,prd_29,1,292000.0,292000.0
ord_194,prd_29,3,292000.0,876000.0
ord_195,prd_29,2,292000.0,584000.0
ord_195,prd_68,2,261000.0,522000.0
ord_195,prd_83,2,175000.0,350000.0
ord_196,prd_29,1,292000.0,292000.0
ord_197,prd_68,2,261000.0,522000.0
ord_197,prd_29,1,292000.0,292000.0
ord_198,prd_29,1,292000.0,292000.0
ord_199,prd_29,2,292000.0,584000.0
ord_199,prd_68,1,261000.0,261000.0
ord_199,prd_191,1,78000.0,78000.0
ord_200,prd_68,2,261000.0,522000.0
ord_201,prd_68,2,261000.0,522000.0
ord_201,prd_29,1,292000.0,292000.0
ord_202,prd_29,1,292000.0,292000.0
ord_202,prd_68,2,261000.0,522000.0
ord_203,prd_29,1,292000.0,292000.0
ord_203,prd_68,2,261000.0,522000.0
ord_204,prd_68,2,261000.0,522000.0
ord_205,prd_29,1,292000.0,292000.0
ord_205,prd_68,2,261000.0,522000.0
ord_206,prd_29,2,292000.0,584000.0
ord_207,prd_29,1,292000.0,292000.0
ord_207,prd_68,1,261000.0,261000.0
ord_208,prd_29,2,292000.0,584000.0
ord_209,prd_68,1,261000.0,261000.0
ord_209,prd_29,1,292000.0,292000.0
ord_209,prd_191,1,78000.0,78000.0
ord_210,prd_29,2,292000.0,584000.0
ord_210,prd_68,2,261000.0,522000.0
ord_211,prd_29,1,292000.0,292000.0
ord_212,prd_29,3,292000.0,876000.0
ord_213,prd_29,2,292000.0,584000.0
ord_214,prd_29,2,292000.0,584000.0
ord_215,prd_29,2,292000.0,584000.0
ord_216,prd_68,1,261000.0,261000.0
ord_217,prd_68,2,261000.0,522000.0
ord_218,prd_68,2,261000.0,522000.0
ord_218,prd_29,2,292000.0,584000.0
ord_219,prd_68,1,261000.0,261000.0
ord_219,prd_29,1,292000.0,292000.0
ord_220,prd_68,2,261000.0,522000.0
ord_221,prd_29,1,292000.0,292000.0
ord_222,prd_68,1,261000.0,261000.0
ord_222,prd_29,1,292000.0,292000.0
ord_223,prd_68,3,261000.0,783000.0
ord_223,prd_29,3,292000.0,876000.0
ord_224,prd_68,2,261000.0,522000.0
ord_225,prd_68,2,261000.0,522000.0
ord_226,prd_68,3,261000.0,783000.0
ord_226,prd_29,1,292000.0,292000.0
ord_227,prd_29,2,292000.0,584000.0
ord_227,prd_191,2,78000.0,156000.0
ord_228,prd_29,1,292000.0,292000.0
ord_229,prd_191,1,78000.0,78000.0
ord_230,prd_29,1,292000.0,292000.0
ord_231,prd_68,1,261000.0,261000.0
ord_232,prd_68,1,261000.0,261000.0
ord_233,prd_68,2,261000.0,522000.0
ord_234,prd_63,2,173000.0,346000.0
ord_234,prd_29,2,292000.0,584000.0
ord_235,prd_68,1,261000.0,261000.0
ord_236,prd_29,1,292000.0,292000.0
ord_236,prd_68,3,261000.0,783000.0
ord_237,prd_29,1,292000.0,292000.0
ord_237,prd_68,2,261000.0,522000.0
ord_238,prd_68,1,261000.0,261000.0
ord_239,prd_29,1,292000.0,292000.0
ord_240,prd_68,1,261000.0,261000.0
ord_241,prd_29,1,292000.0,292000.0
ord_242,prd_68,2,261000.0,522000.0
ord_243,prd_29,2,292000.0,584000.0
ord_244,prd_68,2,261000.0,522000.0
ord_245,prd_68,3,261000.0,783000.0
ord_246,prd_29,1,292000.0,292000.0
ord_247,prd_29,2,292000.0,584000.0
ord_247,prd_68,1,261000.0,261000.0
ord_248,prd_29,1,292000.0,292000.0
ord_249,prd_29,1,292000.0,292000.0
ord_249,prd_191,1,78000.0,78000.0
ord_249,prd_68,1,261000.0,261000.0
ord_250,prd_29,1,292000.0,292000.0
ord_250,prd_68,1,261000.0,261000.0
ord_251,prd_29,1,292000.0,292000.0
ord_252,prd_29,2,292000.0,584000.0
ord_252,prd_68,2,261000.0,522000.0
ord_253,prd_68,3,261000.0,783000.0
ord_254,prd_29,2,292000.0,584000.0
ord_254,prd_68,1,261000.0,261000.0
ord_255,prd_68,1,261000.0,261000.0
ord_256,prd_68,2,261000.0,522000.0
ord_256,prd_29,1,292000.0,292000.0
ord_257,prd_29,2,292000.0,584000.0
ord_257,prd_68,2,261000.0,522000.0
ord_258,prd_68,2,261000.0,522000.0
ord_258,prd_29,1,292000.0,292000.0
ord_258,prd_191,1,78000.0,78000.0
ord_259,prd_68,1,261000.0,261000.0
ord_260,prd_29,1,292000.0,292000.0
ord_261,prd_83,2,175000.0,350000.0
ord_261,prd_29,3,292000.0,876000.0
ord_261,prd_68,3,261000.0,783000.0
ord_262,prd_29,1,292000.0,292000.0
ord_262,prd_68,1,261000.0,261000.0
ord_263,prd_29,1,292000.0,292000.0
ord_263,prd_68,3,261000.0,783000.0
ord_264,prd_68,1,261000.0,261000.0
ord_264,prd_29,1,292000.0,292000.0
ord_265,prd_29,1,292000.0,292000.0
ord_266,prd_29,2,292000.0,584000.0
ord_266,prd_83,1,175000.0,175000.0
ord_267,prd_68,2,261000.0,522000.0
ord_267,prd_29,1,292000.0,292000.0
ord_268,prd_68,3,261000.0,783000.0
ord_269,prd_29,1,292000.0,292000.0
ord_269,prd_191,2,78000.0,156000.0
ord_269,prd_68,1,261000.0,261000.0
ord_270,prd_68,1,261000.0,261000.0
ord_270,prd_29,1,292000.0,292000.0
ord_271,prd_29,1,292000.0,292000.0
ord_272,prd_29,1,292000.0,292000.0
ord_273,prd_29,1,292000.0,292000.0
ord_274,prd_29,1,292000.0,292000.0
ord_275,prd_29,2,292000.0,584000.0
ord_276,prd_68,2,261000.0,522000.0
ord_277,prd_29,1,292000.0,292000.0
ord_278,prd_68,2,261000.0,522000.0
ord_279,prd_68,1,261000.0,261000.0
ord_280,prd_68,3,261000.0,783000.0
ord_280,prd_29,1,292000.0,292000.0
ord_280,prd_83,2,175000.0,350000.0
ord_281,prd_29,3,292000.0,876000.0
ord_282,prd_68,3,261000.0,783000.0
ord_283,prd_29,1,292000.0,292000.0
ord_284,prd_68,1,261000.0,261000.0
ord_285,prd_68,1,261000.0,261000.0
ord_286,prd_83,1,175000.0,175000.0
ord_287,prd_29,1,292000.0,292000.0
ord_288,prd_29,2,292000.0,584000.0
ord_288,prd_68,1,261000.0,261000.0
ord_289,prd_29,1,292000.0,292000.0
ord_289,prd_68,2,261000.0,522000.0
ord_290,prd_29,1,292000.0,292000.0
ord_291,prd_29,1,292000.0,292000.0
ord_292,prd_29,2,292000.0,584000.0
ord_293,prd_29,1,292000.0,292000.0
ord_293,prd_68,1,261000.0,261000.0
ord_294,prd_68,2,261000.0,522000.0
ord_294,prd_29,1,292000.0,292000.0
ord_295,prd_29,1,292000.0,292000.0
ord_295,prd_68,1,261000.0,261000.0
ord_296,prd_29,1,292000.0,292000.0
ord_296,prd_68,1,261000.0,261000.0
ord_296,prd_63,1,173000.0,173000.0
ord_297,prd_68,1,261000.0,261000.0
ord_298,prd_29,1,292000.0,292000.0
ord_299,prd_29,1,292000.0,292000.0
ord_300,prd_29,2,292000.0,584000.0
ord_300,prd_68,2,261000.0,522000.0
ord_301,prd_29,1,292000.0,292000.0
ord_301,prd_68,1,261000.0,261000.0
ord_302,prd_68,1,261000.0,261000.0
ord_303,prd_68,1,261000.0,261000.0
ord_304,prd_75,2,248000.0,496000.0
ord_305,prd_29,2,292000.0,584000.0
ord_306,prd_29,3,292000.0,876000.0
ord_307,prd_29,1,292000.0,292000.0
ord_307,prd_68,1,261000.0,261000.0
ord_308,prd_68,2,261000.0,522000.0
ord_309,prd_68,1,261000.0,261000.0
ord_310,prd_68,1,261000.0,261000.0
ord_310,prd_29,1,292000.0,292000.0
ord_310,prd_191,2,78000.0,156000.0
ord_311,prd_29,1,292000.0,292000.0
ord_311,prd_68,1,261000.0,261000.0
ord_312,prd_29,2,292000.0,584000.0
ord_312,prd_68,1,261000.0,261000.0
ord_312,prd_191,-2,78000.0,156000.0
ord_313,prd_29,1,292000.0,292000.0
ord_314,prd_29,1,292000.0,292000.0
ord_314,prd_68,1,261000.0,261000.0
ord_315,prd_29,2,292000.0,584000.0
ord_316,prd_68,2,261000.0,522000.0
ord_317,prd_29,2,292000.0,584000.0
ord_317,prd_68,1,261000.0,261000.0
ord_318,prd_68,1,261000.0,261000.0
ord_319,prd_29,3,292000.0,876000.0
ord_320,prd_29,1,292000.0,292000.0
ord_320,prd_68,2,261000.0,522000.0
ord_321,prd_68,1,261000.0,261000.0
ord_322,prd_29,3,292000.0,876000.0
ord_323,prd_29,1,292000.0,292000.0
ord_324,prd_68,1,261000.0,261000.0
ord_325,prd_29,1,292000.0,292000.0
ord_325,prd_164,2,56000.0,112000.0
ord_325,prd_75,1,248000.0,248000.0
ord_326,prd_29,1,292000.0,292000.0
ord_326,prd_68,2,261000.0,522000.0
ord_327,prd_68,2,261000.0,522000.0
ord_328,prd_68,2,261000.0,522000.0
ord_329,prd_68,1,261000.0,261000.0
ord_330,prd_29,1,292000.0,292000.0
ord_331,prd_29,1,292000.0,292000.0
ord_332,prd_29,1,292000.0,292000.0
ord_332,prd_191,1,78000.0,78000.0
ord_332,prd_68,2,261000.0,522000.0
ord_333,prd_68,1,261000.0,261000.0
ord_333,prd_75,2,248000.0,496000.0
ord_334,prd_68,1,261000.0,261000.0
ord_334,prd_29,1,292000.0,292000.0
ord_335,prd_29,2,292000.0,584000.0
ord_336,prd_68,2,261000.0,522000.0
ord_337,prd_29,2,292000.0,584000.0
ord_338,prd_29,1,292000.0,292000.0
ord_339,prd_68,1,261000.0,261000.0
ord_340,prd_68,1,261000.0,261000.0
ord_341,prd_29,2,292000.0,584000.0
ord_342,prd_29,1,292000.0,292000.0
ord_343,prd_68,1,261000.0,261000.0
ord_344,prd_29,1,292000.0,292000.0
ord_345,prd_68,2,261000.0,522000.0
ord_345,prd_29,3,292000.0,876000.0
ord_345,prd_83,1,175000.0,175000.0
ord_346,prd_29,2,292000.0,584000.0
ord_346,prd_68,2,261000.0,522000.0
ord_347,prd_29,1,292000.0,292000.0
ord_348,prd_29,1,292000.0,292000.0
ord_349,prd_29,1,292000.0,292000.0
ord_350,prd_29,1,292000.0,292000.0
ord_350,prd_68,2,261000.0,522000.0
ord_351,prd_68,2,261000.0,522000.0
ord_352,prd_68,1,261000.0,261000.0
ord_352,prd_29,1,292000.0,292000.0
ord_353,prd_68,1,261000.0,261000.0
ord_353,prd_29,3,292000.0,876000.0
ord_354,prd_29,1,292000.0,292000.0
ord_354,prd_68,1,261000.0,261000.0
ord_355,prd_29,1,292000.0,292000.0
ord_356,prd_68,1,261000.0,261000.0
ord_357,prd_29,1,292000.0,292000.0
ord_358,prd_29,1,292000.0,292000.0
ord_359,prd_68,2,261000.0,522000.0
ord_359,prd_29,1,292000.0,292000.0
ord_360,prd_29,1,292000.0,292000.0
ord_360,prd_191,2,78000.0,156000.0
ord_361,prd_29,1,292000.0,292000.0
ord_362,prd_29,2,292000.0,584000.0
ord_363,prd_68,1,261000.0,261000.0
ord_363,prd_29,1,292000.0,292000.0
ord_363,prd_83,1,175000.0,175000.0
ord_364,prd_68,2,261000.0,522000.0
ord_365,prd_29,2,292000.0,584000.0
ord_366,prd_83,1,175000.0,175000.0
ord_367,prd_68,2,261000.0,522000.0
ord_367,prd_29,3,292000.0,876000.0
ord_368,prd_68,1,261000.0,261000.0
ord_369,prd_29,1,292000.0,292000.0
ord_369,prd_68,1,261000.0,261000.0
ord_370,prd_29,2,292000.0,584000.0
ord_370,prd_68,1,261000.0,261000.0
ord_371,prd_29,1,292000.0,292000.0
ord_372,prd_29,1,292000.0,292000.0
ord_373,prd_68,2,261000.0,522000.0
ord_373,prd_29,1,292000.0,292000.0
ord_374,prd_29,1,292000.0,292000.0
ord_374,prd_68,1,261000.0,261000.0
ord_375,prd_29,1,292000.0,292000.0
ord_376,prd_29,2,292000.0,584000.0
ord_377,prd_29,1,292000.0,292000.0
ord_378,prd_29,1,292000.0,292000.0
ord_378,prd_68,1,261000.0,261000.0
ord_379,prd_29,3,292000.0,876000.0
ord_379,prd_68,3,261000.0,783000.0
ord_380,prd_29,2,292000.0,584000.0
ord_381,prd_29,2,292000.0,584000.0
ord_381,prd_68,1,261000.0,261000.0
ord_382,prd_29,1,292000.0,292000.0
ord_382,prd_68,2,261000.0,522000.0
ord_383,prd_29,1,292000.0,292000.0
ord_384,prd_68,1,261000.0,261000.0
ord_385,prd_29,1,292000.0,292000.0
ord_386,prd_68,2,261000.0,522000.0
ord_386,prd_29,2,292000.0,584000.0
ord_386,prd_170,2,73000.0,146000.0
ord_387,prd_29,1,292000.0,292000.0
ord_388,prd_29,1,292000.0,292000.0
ord_388,prd_68,1,261000.0,261000.0
ord_389,prd_29,1,292000.0,292000.0
ord_389,prd_68,1,261000.0,261000.0
ord_390,prd_29,1,292000.0,292000.0
ord_390,prd_68,2,261000.0,522000.0
ord_391,prd_68,1,261000.0,261000.0
ord_392,prd_191,1,78000.0,78000.0
ord_392,prd_29,1,292000.0,292000.0
ord_392,prd_68,3,261000.0,783000.0
ord_393,prd_29,2,292000.0,584000.0
ord_394,prd_29,1,292000.0,292000.0
ord_394,prd_68,2,261000.0,522000.0
ord_395,prd_29,3,292000.0,876000.0
ord_395,prd_68,1,261000.0,261000.0
ord_396,prd_29,1,292000.0,292000.0
ord_397,prd_68,1,261000.0,261000.0
ord_398,prd_68,3,261000.0,783000.0
ord_399,prd_68,1,261000.0,261000.0
ord_400,prd_29,1,292000.0,292000.0
ord_401,prd_29,1,292000.0,292000.0
ord_401,prd_68,1,261000.0,261000.0
ord_402,prd_29,3,292000.0,876000.0
ord_402,prd_68,1,261000.0,261000.0
ord_403,prd_68,3,261000.0,783000.0
ord_404,prd_29,1,292000.0,292000.0
ord_405,prd_29,1,292000.0,292000.0
ord_406,prd_68,1,261000.0,261000.0
ord_406,prd_29,2,292000.0,584000.0
ord_406,prd_87,2,142000.0,284000.0
ord_407,prd_68,1,261000.0,261000.0
ord_407,prd_29,2,292000.0,584000.0
ord_408,prd_29,1,292000.0,292000.0
ord_409,prd_29,1,292000.0,292000.0
ord_410,prd_29,1,292000.0,292000.0
ord_411,prd_68,2,261000.0,522000.0
ord_411,prd_29,1,292000.0,292000.0
ord_411,prd_191,3,78000.0,234000.0
ord_412,prd_68,3,261000.0,783000.0
ord_413,prd_29,1,292000.0,292000.0
ord_414,prd_29,1,292000.0,292000.0
ord_415,prd_29,2,292000.0,584000.0
ord_415,prd_68,2,261000.0,522000.0
ord_416,prd_68,2,261000.0,522000.0
ord_417,prd_68,1,261000.0,261000.0
ord_417,prd_29,1,292000.0,292000.0
ord_418,prd_29,1,292000.0,292000.0
ord_419,prd_29,1,292000.0,292000.0
ord_420,prd_68,1,261000.0,261000.0
ord_420,prd_90,1,107000.0,107000.0
ord_421,prd_29,1,292000.0,292000.0
ord_422,prd_29,1,292000.0,292000.0
ord_422,prd_68,3,261000.0,783000.0
ord_423,prd_68,1,261000.0,261000.0
ord_424,prd_29,2,292000.0,584000.0
ord_425,prd_29,1,292000.0,292000.0
ord_426,prd_29,2,292000.0,584000.0
ord_427,prd_29,3,292000.0,876000.0
ord_427,prd_68,2,261000.0,522000.0
ord_428,prd_68,2,261000.0,522000.0
ord_429,prd_68,2,261000.0,522000.0
ord_430,prd_29,1,292000.0,292000.0
ord_431,prd_68,1,261000.0,261000.0
ord_432,prd_29,1,292000.0,292000.0
ord_433,prd_29,1,292000.0,292000.0
ord_433,prd_68,3,261000.0,783000.0
ord_434,prd_29,1,292000.0,292000.0
ord_435,prd_29,1,292000.0,292000.0
ord_435,prd_68,1,261000.0,261000.0
ord_436,prd_29,1,292000.0,292000.0
