order_id,user_id,order_created_at,total_amount,payment_method,status,branch
ord_62,user_107,10-05-2024 06:28:48,292000.0,card,completed,Huyện JaneQuận
ord_63,user_406,30/04/2025 13:41:06,292000.0,vnpay,returned,JohnThị xã 
ord_64,user_644,2025-01-24T12:24:48,584000.0,momo,completed,Thị xã JaneXã 
ord_65,user_415,10-26-2024 05:03:37,261000.0,cash,pending,JohnHuyện 
ord_66,user_708,07-30-2025 14:17:06,261000.0,vnpay,completed,JaneThị xã
ord_67,user_639,2024-08-28T19:55:27,292000.0,card,completed,Thị xã JohnThị xã
ord_68,user_668,03-27-2025 01:33:03,261000.0,vnpay,completed,JohnThành phố
ord_69,user_285,12/01/2025 03:53:31,292000.0,vnpay,completed,JaneHuyện
ord_70,user_258,10-17-2024 11:17:24,292000.0,momo,completed,Quận JohnXã
ord_71,user_515,03-05-2024 01:49:08,292000.0,cash,completed,JohnThành phố
ord_72,user_878,16/02/2025 17:08:22,261000.0,card,completed,JaneThị xã 
ord_73,user_141,24/10/2024 03:44:09,292000.0,momo,completed,JaneHuyện
ord_74,user_385,01-08-2024 13:15:43,876000.0,momo,completed,JohnPhường
ord_75,user_947,12-23-2024 12:01:29,1106000.0,momo,completed,Thị xã JohnQuận
ord_76,user_687,2025-08-04T00:59:44,261000.0,cash,completed,JohnThành phố
ord_77,user_449,2024-11-22T17:53:51,584000.0,vnpay,returned,Thị xã JaneXã
ord_78,user_289,12-05-2024 02:53:44,261000.0,cash,completed,Thành phố JohnThành phố
ord_79,user_842,2024-03-24T15:37:03,584000.0,vnpay,completed,JanePhường
ord_80,user_604,08-16-2024 19:29:26,175000.0,momo,completed,Quận JaneThị xã
ord_81,user_905,2024-07-31T02:51:21,522000.0,card,completed,JaneThị xã
ord_82,user_608,09-15-2024 07:39:41,845000.0,momo,pending,Huyện JohnXã
ord_83,user_953,10-01-2024 08:57:46,261000.0,cash,completed,JaneHuyện
ord_84,user_360,2024-05-03T05:24:39,292000.0,vnpay,completed,JohnXã
ord_85,user_365,2024-10-22T07:55:37,876000.0,card,completed,JohnHuyện
ord_86,user_378,02-01-2024 07:17:34,1476000.0,cash,completed,Huyện JohnXã
ord_87,user_260,2025-08-16T16:21:50,876000.0,vnpay,completed,JohnHuyện 
ord_88,user_715,14/04/2024 21:36:42,1001000.0,card,completed,Quận JanePhường
ord_89,user_889,04/04/2025 01:17:19,787000.0,card,completed,JohnPhường
ord_90,user_93,10/04/2024 12:38:29,584000.0,vnpay,pending,JaneThành phố
ord_91,user_123,2024-04-04T04:32:12,553000.0,cash,completed,Thị xã JaneThành phố
ord_92,user_908,06-19-2025 13:23:38,783000.0,card,completed,Quận JohnQuận
ord_93,user_596,10-29-2024 03:15:44,292000.0,cash,completed,Quận JohnXã
ord_94,user_194,25/05/2025 15:01:24,522000.0,vnpay,completed,JaneHuyện
ord_95,user_378,01/01/2025 19:07:08,292000.0,vnpay,completed,JohnHuyện
ord_96,user_389,2025-01-01T01:13:06,584000.0,momo,completed,Huyện JohnThành phố
ord_97,user_573,2024-05-04T09:14:37,292000.0,cash,completed,JanePhường
ord_98,user_486,02-15-2024 16:04:34,448000.0,card,completed,JaneThành phố
ord_99,user_319,05/01/2025 15:23:56,261000.0,cash,pending,JohnQuận
ord_100,user_404,10/10/2024 13:54:24,522000.0,cash,completed,JohnHuyện 
ord_101,user_401,11/07/2025 22:15:33,292000.0,cash,completed,Huyện JanePhường
ord_102,user_641,2025-02-15T19:42:11,553000.0,card,completed,Thành phố JaneXã 
ord_103,user_88,02-23-2024 23:58:43,436000.0,momo,completed,Thị xã JaneQuận
ord_104,user_375,04/04/2025 22:23:55,292000.0,momo,completed,JaneThị xã
ord_105,user_332,11-22-2024 05:12:27,261000.0,momo,pending,JohnThị xã
ord_106,user_864,2024-08-28T08:14:32,292000.0,vnpay,completed,Huyện JohnPhường 
ord_107,user_761,2024-12-08T07:32:30,845000.0,cash,pending,Thị xã JaneThị xã
ord_108,user_909,2024-04-22T00:26:58,814000.0,momo,completed,Huyện JohnXã
ord_109,user_853,23/03/2024 01:29:46,292000.0,momo,completed,Quận JanePhường
ord_110,user_702,2024-12-26T21:11:26,1062000.0,vnpay,completed,JohnThị xã
ord_111,user_298,2024-07-03T09:19:51,553000.0,card,completed,JanePhường
ord_112,user_595,19/08/2024 16:17:48,261000.0,vnpay,completed,Thành phố JaneXã
ord_113,user_588,03/09/2024 05:53:50,1106000.0,cash,completed,Thị xã JaneQuận
ord_114,user_94,01/08/2025 21:50:33,845000.0,card,completed,JaneQuận
ord_115,user_208,23/05/2024 08:27:15,292000.0,vnpay,pending,JaneXã
ord_116,user_160,2025-02-13T21:09:56,553000.0,cash,completed,Thị xã JaneThị xã
ord_117,user_375,02/05/2024 14:31:36,261000.0,card,cancelled,JanePhường 
ord_118,user_234,05-15-2024 20:00:55,1075000.0,momo,completed,JaneQuận
ord_119,user_793,12/02/2024 02:45:51,814000.0,vnpay,completed,JanePhường
ord_120,user_984,10-12-2024 23:16:56,292000.0,,completed,Quận JohnXã 
ord_121,user_997,20/03/2024 14:47:59,845000.0,card,completed,Quận JohnThành phố
ord_122,user_16,26/08/2025 22:57:02,1106000.0,cash,completed,JanePhường
ord_123,user_775,19/06/2025 07:01:45,584000.0,card,completed,JaneHuyện
ord_124,user_167,22/09/2025 21:14:09,261000.0,cash,pending,Quận JaneXã
ord_125,user_90,2024-10-15T07:33:21,292000.0,cash,completed,Quận JohnHuyện
ord_126,user_583,02-04-2024 12:02:12,584000.0,cash,completed,JaneXã
ord_127,user_123,05/02/2024 14:46:14,1137000.0,momo,completed,Thành phố JohnThị xã
ord_128,user_831,02-02-2024 23:59:12,261000.0,vnpay,completed,JaneHuyện
ord_129,user_438,05/05/2024 13:22:35,1137000.0,momo,pending,JohnThành phố 
ord_130,user_508,21/05/2025 03:49:06,522000.0,card,pending,JohnThành phố
ord_131,user_848,2024-03-21T11:22:13,814000.0,vnpay,completed,JohnQuận 
ord_132,user_455,21/02/2024 18:02:44,261000.0,vnpay,returned,JohnThị xã
ord_133,user_573,2025-05-19T20:09:15,292000.0,card,completed,Thành phố JaneQuận
ord_134,user_156,10/06/2025 06:48:29,292000.0,vnpay,completed,Thành phố JaneThành phố
ord_135,user_249,2024-10-22T16:44:14,584000.0,cash,completed,JohnXã 
ord_136,user_708,08/06/2024 16:40:26,845000.0,vnpay,completed,Huyện JaneHuyện
ord_137,user_55,05-14-2024 23:19:41,553000.0,momo,cancelled,Huyện JaneQuận
ord_138,user_88,23/02/2025 11:51:51,261000.0,card,completed,Thị xã JanePhường
ord_139,user_762,07/04/2025 06:37:07,292000.0,vnpay,completed,Thành phố JohnHuyện 
ord_140,user_147,02-14-2025 18:35:42,292000.0,card,completed,Huyện JohnPhường 
ord_141,user_1000,05/12/2024 06:17:07,584000.0,momo,completed,Thành phố JohnThành phố
ord_142,user_455,30/06/2025 23:57:52,522000.0,vnpay,completed,JaneThị xã
ord_143,user_600,09-08-2024 00:57:24,726000.0,vnpay,completed,Thành phố JanePhường
ord_144,user_90,2024-05-15T15:08:39,892000.0,momo,completed,Thị xã JaneThành phố 
ord_145,user_897,09/04/2025 15:19:13,584000.0,cash,completed,Thành phố JaneThị xã
ord_146,user_389,08-26-2025 15:53:01,584000.0,vnpay,completed,JaneThị xã
ord_147,user_701,2024-06-29T18:36:24,292000.0,vnpay,completed,Thị xã JaneHuyện
ord_148,user_355,2025-03-13T06:06:20,261000.0,cash,completed,Quận JohnThành phố
ord_149,user_2,05/01/2025 18:02:53,631000.0,card,completed,JohnThị xã 
ord_150,user_629,07-09-2025 18:06:59,292000.0,cash,cancelled,JohnXã
ord_151,user_106,23/09/2025 11:33:59,261000.0,momo,completed,Huyện JohnThành phố 
ord_152,user_668,2024-06-27T21:24:13,553000.0,vnpay,completed,JohnHuyện
ord_153,user_429,25/11/2024 22:39:12,1398000.0,card,completed,Thành phố JohnQuận
ord_154,user_757,04-26-2025 09:21:50,261000.0,card,completed,Thị xã JaneHuyện 
ord_155,user_686,17/12/2024 13:24:17,1367000.0,vnpay,completed,JaneThành phố
ord_156,user_57,2024-01-05T04:19:00,292000.0,momo,completed,Thành phố JohnThị xã
ord_157,user_826,2024-01-11T06:57:53,814000.0,vnpay,completed,Thành phố JohnPhường 
ord_158,user_22,02/03/2025 12:33:06,553000.0,momo,completed,JaneHuyện
ord_159,user_470,21/08/2025 09:51:52,261000.0,momo,completed,Thành phố JanePhường
ord_160,user_159,01/07/2024 08:08:23,709000.0,vnpay,completed,JaneHuyện
ord_161,user_332,02-22-2024 23:04:28,814000.0,vnpay,completed,JaneHuyện
ord_162,user_148,09-15-2025 17:59:43,292000.0,cash,completed,JaneThị xã
ord_163,user_435,2025-09-05T12:46:29,292000.0,vnpay,completed,JanePhường
ord_164,user_505,01-30-2024 08:33:54,292000.0,card,cancelled,Thành phố JohnHuyện
ord_165,user_509,06/02/2024 12:45:09,553000.0,vnpay,pending,JohnXã
ord_166,user_170,2024-05-05T02:16:29,292000.0,cash,completed,JaneHuyện 
ord_167,user_96,20/11/2024 07:51:57,1075000.0,momo,completed,JaneThị xã 
ord_168,user_298,2025-07-14T14:18:20,292000.0,momo,completed,JohnHuyện 
ord_169,user_840,10-01-2024 22:52:37,261000.0,vnpay,completed,JaneThị xã
ord_170,user_321,02-10-2025 01:02:15,292000.0,momo,completed,Quận JohnXã 
ord_171,user_905,07-19-2025 20:11:25,584000.0,cash,completed,Thị xã JanePhường
ord_172,user_415,04/12/2024 23:38:09,1137000.0,vnpay,completed,JaneThành phố 
ord_173,user_814,25/02/2024 08:55:28,292000.0,vnpay,completed,Huyện JanePhường
ord_174,user_969,2024-03-05T20:43:35,1137000.0,momo,cancelled,Thành phố JaneThành phố
ord_175,user_726,28/01/2025 19:22:08,1137000.0,cash,completed,Thành phố JaneThị xã
ord_176,user_119,30/06/2025 04:06:55,1659000.0,cash,completed,JohnThị xã 
ord_177,user_539,02/07/2024 12:36:17,292000.0,cash,completed,Thị xã JohnThị xã
ord_178,user_661,06-10-2024 07:52:51,584000.0,vnpay,pending,Quận JohnHuyện
ord_179,user_454,2024-11-26T11:42:19,292000.0,momo,completed,JohnHuyện
ord_180,user_276,13/12/2024 10:15:45,292000.0,cash,completed,JohnHuyện
ord_181,user_926,08-07-2024 14:12:05,522000.0,momo,cancelled,JaneHuyện
ord_182,user_969,31/03/2025 06:40:26,876000.0,momo,completed,Huyện JaneThành phố
ord_183,user_553,21/04/2024 18:08:13,261000.0,cash,completed,JohnThị xã 
ord_184,user_134,2024-04-14T10:58:55,292000.0,vnpay,completed,JohnThị xã
ord_185,user_551,03-29-2024 19:33:27,1184000.0,vnpay,completed,JanePhường
ord_186,user_706,09/06/2025 20:09:25,261000.0,card,pending,Huyện JaneHuyện 
ord_187,user_627,02-21-2025 01:47:37,1659000.0,card,completed,Huyện JaneThị xã
ord_188,user_195,2025-02-19T23:12:14,814000.0,momo,completed,JohnThành phố
ord_189,user_881,04-12-2025 13:34:27,584000.0,momo,completed,JaneThành phố
ord_190,user_613,04-22-2025 17:59:09,292000.0,momo,completed,JanePhường
ord_191,user_321,2024-02-13T10:44:34,350000.0,card,returned,JohnHuyện
ord_192,user_681,17/03/2025 07:15:32,553000.0,card,completed,Quận JohnThành phố
ord_193,user_651,2025-07-16T01:14:22,292000.0,card,completed,Thành phố JaneHuyện
ord_194,user_466,03-10-2024 11:38:10,876000.0,momo,completed,JohnQuận
ord_195,user_208,05/09/2024 08:31:55,1456000.0,momo,cancelled,JaneHuyện
ord_196,user_581,20/07/2024 16:55:33,292000.0,cash,completed,Quận JohnThành phố 
ord_197,user_518,2024-05-22T22:04:09,814000.0,cash,completed,Huyện JohnXã 
ord_198,user_283,06/11/2024 16:09:09,292000.0,card,completed,Huyện JohnPhường 
ord_199,user_905,12/05/2025 04:22:49,923000.0,card,completed,JohnThị xã
ord_200,user_735,25/06/2025 05:43:31,522000.0,card,completed,JohnXã 
ord_201,user_698,07-06-2024 07:18:45,814000.0,cash,completed,Huyện JaneXã
ord_202,user_892,15/07/2024 20:23:29,814000.0,vnpay,completed,Huyện JohnHuyện
ord_203,user_209,2025-09-08T03:46:32,814000.0,card,completed,JaneQuận
ord_204,user_111,2025-03-04T10:56:00,522000.0,momo,completed,Huyện JaneThị xã
ord_205,user_812,05-18-2025 05:42:23,814000.0,vnpay,completed,Thành phố JohnQuận
ord_206,user_799,2024-08-14T10:28:40,584000.0,cash,pending,JohnThành phố 
ord_207,user_368,08-12-2025 18:15:15,553000.0,momo,completed,JaneThành phố
ord_208,user_668,12-08-2024 04:15:11,584000.0,cash,pending,JaneXã
ord_209,user_278,20/07/2024 22:00:39,631000.0,momo,completed,JaneQuận
ord_210,user_711,11-09-2024 09:34:41,1106000.0,momo,completed,JanePhường
ord_211,user_528,2024-11-28T02:52:24,292000.0,vnpay,completed,Quận JaneThành phố
ord_212,user_611,03/02/2024 11:07:18,876000.0,cash,completed,JanePhường 
ord_213,user_599,2025-06-02T17:34:10,584000.0,cash,pending,JohnThành phố
ord_214,user_70,01/08/2025 21:16:06,584000.0,cash,completed,Thị xã JohnPhường
ord_215,user_720,2024-12-27T21:46:37,584000.0,cash,completed,JaneQuận
ord_216,user_223,25/08/2025 16:15:56,261000.0,card,completed,JanePhường
ord_217,user_873,01-01-2025 15:55:45,522000.0,cash,completed,JaneXã
ord_218,user_292,2024-05-02T11:07:41,1106000.0,vnpay,returned,JohnXã
ord_219,user_90,2024-01-24T04:02:02,553000.0,momo,completed,JaneHuyện
ord_220,user_26,06-04-2024 08:11:10,522000.0,vnpay,completed,Thành phố JohnXã
ord_221,user_147,12-17-2024 23:06:26,292000.0,cash,completed,Huyện JaneThị xã
ord_222,user_841,09-30-2025 00:35:49,553000.0,card,completed,JohnXã
ord_223,user_45,2025-08-15T00:28:25,1659000.0,momo,completed,JaneThành phố
ord_224,user_809,17/05/2025 03:43:17,522000.0,card,completed,Thành phố JohnPhường
ord_225,user_509,06/04/2025 06:55:54,522000.0,cash,completed,Thị xã JohnQuận
ord_226,user_334,08/03/2024 21:38:23,1075000.0,cash,pending,Quận JohnHuyện
ord_227,user_135,19/05/2024 16:41:35,740000.0,momo,completed,Thành phố JohnXã
ord_228,user_736,2024-07-30T23:33:54,292000.0,cash,completed,Thành phố JohnThành phố
ord_229,user_2,04-12-2025 12:30:30,78000.0,cash,completed,Thị xã JohnXã
ord_230,user_14,01/02/2024 05:14:03,292000.0,cash,returned,JaneXã
ord_231,user_683,2024-04-08T15:26:11,261000.0,card,completed,JohnThành phố
ord_232,user_868,2024-11-09T03:00:17,261000.0,momo,completed,JanePhường
ord_233,user_59,07/08/2024 18:10:18,522000.0,vnpay,completed,JaneThành phố
ord_234,user_673,13/11/2024 23:01:34,930000.0,vnpay,completed,JaneHuyện
ord_235,user_357,29/07/2025 01:54:24,261000.0,momo,pending,Thị xã JohnHuyện
ord_236,user_405,2024-12-20T02:14:17,1075000.0,cash,returned,Thành phố JaneXã 
ord_237,user_899,03-30-2025 10:22:17,814000.0,momo,completed,Huyện JaneThị xã
ord_238,user_201,09/10/2024 20:28:56,261000.0,cash,completed,Quận JaneThị xã
ord_239,user_116,15/10/2024 12:17:53,292000.0,momo,completed,Thành phố JohnXã
ord_240,user_894,2025-03-29T03:32:21,261000.0,momo,completed,JaneThành phố
ord_241,user_565,2025-08-24T23:37:11,292000.0,card,completed,JaneQuận
ord_242,user_823,2024-12-13T14:19:10,522000.0,momo,completed,JanePhường
ord_243,user_926,04-18-2025 12:57:07,584000.0,vnpay,completed,JaneHuyện
ord_244,user_668,2024-10-14T23:17:54,522000.0,cash,completed,JaneThị xã
ord_245,user_953,2024-10-30T15:51:00,783000.0,cash,completed,Huyện JaneQuận
ord_246,user_705,2024-01-25T22:29:53,292000.0,vnpay,completed,Huyện JaneThành phố
ord_247,user_350,10-22-2024 09:48:35,845000.0,cash,completed,JohnThành phố
ord_248,user_521,13/08/2024 10:16:47,292000.0,momo,completed,JanePhường
ord_249,user_185,17/07/2024 10:31:51,631000.0,momo,completed,JaneHuyện
ord_250,user_629,2024-08-06T22:54:51,553000.0,cash,completed,Huyện JaneHuyện
ord_251,user_183,03/04/2024 18:23:45,292000.0,cash,completed,Thị xã JanePhường
ord_252,user_385,06/04/2024 16:38:20,1106000.0,momo,cancelled,Huyện JohnHuyện 
ord_253,user_636,2024-05-07T06:08:57,783000.0,momo,completed,JaneQuận
ord_254,user_198,2024-07-15T17:43:18,845000.0,cash,completed,Thành phố JohnXã 
ord_255,user_867,2024-04-12T17:16:27,261000.0,momo,completed,Thị xã JohnHuyện
ord_256,user_500,06/10/2024 00:37:40,814000.0,momo,completed,Huyện JanePhường
ord_257,user_551,07-18-2025 21:38:45,1106000.0,vnpay,completed,Huyện JohnHuyện
ord_258,user_318,04-06-2024 03:10:28,892000.0,card,completed,JanePhường
ord_259,user_109,2025-03-14T05:35:56,261000.0,momo,completed,JaneHuyện
ord_260,user_391,06/10/2024 16:34:43,292000.0,momo,cancelled,JohnHuyện
ord_261,user_989,01-27-2024 05:48:43,2009000.0,card,completed,Huyện JaneXã
ord_262,user_91,05-11-2024 04:58:53,553000.0,cash,returned,JaneHuyện
ord_263,user_449,2025-04-28T22:55:37,1075000.0,card,completed,JohnThị xã
ord_264,user_224,06-12-2025 19:43:15,553000.0,vnpay,completed,Thị xã JohnThị xã
ord_265,user_593,03-08-2024 23:18:17,292000.0,momo,completed,Thị xã JohnPhường
ord_266,user_560,03-23-2024 01:22:22,759000.0,vnpay,completed,JohnXã
ord_267,user_499,22/01/2024 19:24:49,814000.0,cash,completed,JaneThành phố
ord_268,user_837,18/04/2025 00:11:53,783000.0,,completed,Thành phố JohnPhường
ord_269,user_177,2025-01-08T17:03:35,709000.0,card,completed,JohnThành phố
ord_270,user_23,2025-06-20T21:22:57,553000.0,momo,completed,JohnHuyện
ord_271,user_593,04-13-2024 03:48:44,292000.0,vnpay,cancelled,Quận JohnHuyện
ord_272,user_31,12/05/2024 14:46:49,292000.0,cash,pending,Quận JohnThành phố
ord_273,user_678,25/05/2024 12:36:02,292000.0,card,completed,JaneThị xã
ord_274,user_357,2024-06-09T08:48:22,292000.0,momo,completed,Quận JaneThành phố
ord_275,user_709,2024-10-24T03:18:52,584000.0,momo,completed,Quận JohnXã
ord_276,user_777,06-30-2025 12:23:57,522000.0,momo,returned,Quận JohnHuyện
ord_277,user_162,01-26-2025 15:16:05,292000.0,momo,completed,Quận JohnPhường
ord_278,user_881,08-18-2024 11:56:31,522000.0,momo,completed,JaneHuyện
ord_279,user_532,08-05-2024 04:20:39,261000.0,vnpay,completed,JohnXã
ord_280,user_123,06/06/2024 02:09:38,1425000.0,card,completed,Thành phố JaneThị xã
ord_281,user_806,2025-02-23T21:37:43,876000.0,momo,completed,JanePhường
ord_282,user_247,29/08/2024 03:03:17,783000.0,momo,cancelled,JohnQuận
ord_283,user_380,03/02/2025 15:32:06,292000.0,cash,completed,JaneQuận
ord_284,user_243,05/01/2024 20:19:35,261000.0,card,completed,Quận JaneQuận 
ord_285,user_844,05/09/2024 19:22:23,261000.0,card,completed,JohnQuận
ord_286,user_221,2024-01-22T20:43:26,175000.0,card,completed,JohnPhường
ord_287,user_954,2024-11-04T11:50:01,292000.0,vnpay,completed,JaneThành phố
ord_288,user_480,22/07/2024 14:13:59,845000.0,cash,completed,Thị xã JaneQuận 
ord_289,user_352,09-29-2025 11:01:43,814000.0,card,returned,Thị xã JohnQuận
ord_290,user_662,13/05/2025 10:59:32,292000.0,cash,completed,JohnXã
ord_291,user_993,30/06/2025 03:00:07,292000.0,vnpay,completed,Huyện JaneThành phố
ord_292,user_816,07/06/2025 23:08:53,584000.0,momo,completed,JaneQuận 
ord_293,user_722,2024-03-06T22:24:06,553000.0,card,completed,Huyện JaneXã
ord_294,user_763,01-28-2025 18:19:51,814000.0,momo,completed,Huyện JohnThành phố
ord_295,user_565,11-20-2024 11:41:22,553000.0,card,completed,Huyện JohnThị xã
ord_296,user_748,01/04/2025 22:44:58,726000.0,cash,completed,JaneHuyện 
ord_297,user_731,2024-10-27T23:15:43,261000.0,vnpay,returned,Huyện JaneThị xã
ord_298,user_267,07-22-2025 22:55:32,292000.0,momo,completed,JohnHuyện
ord_299,user_419,21/05/2025 03:04:26,292000.0,vnpay,completed,Quận JaneThị xã
ord_300,user_393,2024-02-28T04:49:17,1106000.0,cash,completed,Huyện JaneHuyện
ord_301,user_742,04/09/2024 02:45:40,553000.0,,completed,JaneThành phố
ord_302,user_503,03-31-2024 16:45:29,261000.0,card,pending,JohnPhường
ord_303,user_213,13/12/2024 13:13:07,261000.0,momo,cancelled,JaneHuyện
ord_304,user_59,14/05/2024 05:34:27,496000.0,cash,completed,Thị xã JohnThị xã
ord_305,user_438,05/02/2024 11:23:22,584000.0,momo,completed,JaneQuận
ord_306,user_415,04/10/2024 12:13:25,876000.0,vnpay,completed,Thành phố JohnPhường
ord_307,user_539,02-10-2024 05:59:40,553000.0,card,returned,Quận JohnPhường
ord_308,user_218,06-27-2025 17:28:23,522000.0,card,completed,Thị xã JohnQuận
ord_309,user_709,26/11/2024 14:12:13,261000.0,momo,completed,Thị xã JaneHuyện
ord_310,user_363,22/08/2024 18:16:35,709000.0,card,completed,Huyện JanePhường
ord_311,user_780,06-08-2025 09:50:13,553000.0,momo,completed,JohnXã
ord_312,user_863,02-26-2024 07:36:02,1001000.0,cash,completed,Thành phố JohnXã
ord_313,user_67,2025-05-05T21:44:34,292000.0,cash,completed,JaneThành phố 
ord_314,user_430,2024-06-03T23:06:02,553000.0,card,cancelled,Quận JohnPhường 
ord_315,user_373,2024-01-27T01:48:04,584000.0,vnpay,completed,JaneXã
ord_316,user_384,28/09/2024 18:53:59,522000.0,cash,completed,Huyện JaneQuận
ord_317,user_743,03-24-2024 18:28:39,845000.0,momo,pending,Thị xã JaneHuyện
ord_318,user_93,03-17-2025 00:39:09,261000.0,momo,completed,JohnXã
ord_319,user_41,13/04/2024 19:11:45,876000.0,cash,completed,JaneThành phố 
ord_320,user_215,11-12-2024 15:10:33,814000.0,momo,completed,Huyện JaneQuận
ord_321,user_680,01-25-2024 20:09:58,261000.0,card,completed,Quận JaneXã
ord_322,user_895,06-06-2025 23:49:55,876000.0,vnpay,returned,JohnThị xã
ord_323,user_957,2024-08-17T02:51:25,292000.0,momo,completed,Huyện JohnPhường
ord_324,user_268,05-06-2024 22:18:05,261000.0,card,completed,Thành phố JohnXã
